date,precipitation,mean_temp,wind_speed,weather_status,max_temp,min_temp
2013-04-05,18.5,11.76,5.6,rain,13.9,10.0
2013-04-06,12.7,9.45,5.0,rain,12.2,7.2
2013-04-07,39.1,6.48,3.9,rain,8.3,5.0
2013-04-08,0.8,9.34,3.1,rain,13.3,6.1
2013-04-09,0.0,8.85,2.4,sun,12.2,6.1
2013-04-10,9.4,11.64,6.4,rain,15.0,8.9
2013-04-11,1.5,9.18,3.8,rain,12.2,6.7
2013-04-12,9.7,5.93,4.6,rain,7.8,4.4
2013-04-13,9.4,6.58,5.7,rain,10.6,3.3
2013-04-14,5.8,8.18,2.3,rain,12.8,4.4
2013-04-15,0.0,8.68,2.4,fog,13.9,4.4
2013-04-16,0.3,8.07,2.6,rain,13.9,3.3
2013-04-17,0.0,8.9,3.3,drizzle,15.0,3.9
2013-04-18,5.3,8.95,4.0,rain,11.7,6.7
2013-04-19,20.6,11.16,4.9,rain,13.3,9.4
2013-04-20,0.0,10.82,5.8,sun,13.9,8.3
2013-04-21,3.3,9.18,4.1,rain,12.2,6.7
2013-04-22,0.0,10.0,4.3,sun,16.1,5.0
2013-04-23,0.0,10.15,2.8,sun,17.8,3.9
2013-04-24,0.0,12.85,3.0,sun,21.1,6.1
2013-04-25,0.0,13.45,1.1,sun,21.7,6.7
2013-04-26,0.0,13.84,2.2,fog,20.6,8.3
2013-04-27,0.0,12.08,5.9,sun,13.9,10.6
2013-04-28,1.0,11.92,5.2,rain,15.0,9.4
2013-04-29,3.8,9.94,4.2,rain,13.9,6.7
2013-04-30,0.0,8.18,2.4,sun,12.8,4.4
2013-05-01,0.0,10.05,3.1,sun,18.3,3.3
2013-05-02,0.0,12.96,4.0,sun,20.6,6.7
2013-05-03,0.0,14.94,4.9,sun,21.7,9.4
2013-05-04,0.0,17.36,6.5,sun,25.0,11.1
2013-05-05,0.0,19.44,5.3,sun,28.9,11.7
2013-05-06,0.0,20.48,2.0,sun,30.6,12.2
2013-05-07,0.0,15.38,3.3,sun,20.6,11.1
2013-05-08,0.0,14.84,1.9,sun,19.4,11.1
2013-05-09,0.0,15.76,1.3,sun,22.8,10.0
2013-05-10,0.0,16.92,1.0,sun,26.1,9.4
2013-05-11,0.0,18.95,2.6,sun,27.2,12.2
2013-05-12,6.6,17.41,3.9,rain,21.7,13.9
2013-05-13,3.3,13.68,5.0,rain,18.9,9.4
2013-05-14,0.0,12.53,2.4,sun,18.3,7.8
2013-05-15,1.0,12.64,2.3,rain,17.2,8.9
2013-05-16,0.0,16.48,2.7,fog,21.7,12.2
2013-05-17,0.5,14.18,3.7,rain,17.2,11.7
2013-05-18,0.0,13.62,2.9,sun,16.7,11.1
2013-05-19,0.0,14.07,2.3,sun,18.3,10.6
2013-05-20,0.0,13.9,1.8,sun,19.4,9.4
2013-05-21,13.7,11.58,4.8,rain,15.6,8.3
2013-05-22,13.7,8.96,3.0,rain,11.1,7.2
2013-05-23,4.1,9.18,1.9,rain,12.2,6.7
2013-05-24,0.3,12.41,2.7,rain,16.7,8.9
2013-05-25,0.0,13.51,2.7,sun,17.8,10.0
2013-05-26,1.5,14.07,2.2,rain,18.3,10.6
2013-05-27,9.7,13.62,3.1,rain,16.7,11.1
2013-05-28,0.5,14.18,2.8,rain,17.2,11.7
2013-05-29,5.6,12.42,4.0,rain,16.1,9.4
2013-05-30,0.0,12.68,5.3,sun,16.7,9.4
2013-05-31,0.0,14.84,2.5,sun,19.4,11.1
2013-06-01,0.0,16.97,2.5,sun,22.8,12.2
2013-06-02,1.0,15.98,3.1,rain,20.6,12.2
2013-06-03,0.0,16.1,2.9,sun,22.2,11.1
2013-06-04,0.0,18.46,3.4,sun,26.1,12.2
2013-06-05,0.0,19.94,3.1,sun,26.7,14.4
2013-06-06,0.0,18.73,2.5,sun,26.7,12.2
2013-06-07,0.0,17.08,3.2,sun,21.7,13.3
2013-06-08,0.0,16.31,3.1,sun,20.6,12.8
2013-06-09,0.0,15.38,3.7,sun,20.6,11.1
2013-06-10,0.0,16.2,3.2,sun,21.7,11.7
2013-06-11,0.0,14.5,5.7,sun,20.0,10.0
2013-06-12,0.3,15.71,4.2,rain,20.6,11.7
2013-06-13,0.0,15.93,2.6,sun,21.1,11.7
2013-06-14,0.0,15.71,3.7,sun,20.0,12.2
2013-06-15,0.0,17.02,2.9,sun,25.6,10.0
2013-06-16,0.0,17.8,3.4,sun,23.9,12.8
2013-06-17,0.0,19.17,3.0,sun,25.6,13.9
2013-06-18,0.3,17.8,3.4,rain,23.3,13.3
2013-06-19,0.0,16.04,3.7,sun,20.0,12.8
2013-06-20,3.0,14.78,5.0,rain,17.2,12.8
2013-06-21,0.3,15.98,1.5,rain,20.6,12.2
2013-06-22,0.0,17.96,1.7,sun,25.6,11.7
2013-06-23,7.9,18.24,2.1,rain,22.2,15.0
2013-06-24,4.8,17.14,3.7,rain,21.1,13.9
2013-06-25,9.9,18.4,2.8,rain,23.3,14.4
2013-06-26,2.0,18.24,2.3,rain,22.2,15.0
2013-06-27,3.6,18.68,1.3,rain,21.1,16.7
2013-06-28,0.0,22.63,2.2,sun,30.6,16.1
2013-06-29,0.0,23.56,1.7,sun,30.0,18.3
2013-06-30,0.0,24.72,2.5,sun,33.9,17.2
2013-07-01,0.0,24.33,2.3,sun,31.7,18.3
2013-07-02,0.0,21.32,3.0,sun,28.3,15.6
2013-07-03,0.0,20.93,3.2,sun,26.1,16.7
2013-07-04,0.0,17.41,2.2,fog,21.7,13.9
2013-07-05,0.0,18.13,2.6,sun,23.3,13.9
2013-07-06,0.0,19.06,2.2,sun,26.1,13.3
2013-07-07,0.0,18.4,2.9,sun,23.9,13.9
2013-07-08,0.0,19.33,2.8,sun,26.7,13.3
2013-07-09,0.0,21.75,2.5,sun,30.0,15.0
2013-07-10,0.0,17.64,2.6,sun,22.2,13.9
2013-07-11,0.0,16.97,3.0,sun,22.8,12.2
2013-07-12,0.0,16.05,2.2,sun,19.4,13.3
2013-07-13,0.0,17.85,3.1,sun,26.1,11.1
2013-07-14,0.0,19.55,3.0,sun,27.8,12.8
2013-07-15,0.0,20.43,4.6,sun,27.8,14.4
2013-07-16,0.0,24.06,4.1,sun,31.1,18.3
2013-07-17,0.0,18.24,3.7,sun,22.2,15.0
2013-07-18,0.0,19.39,2.0,sun,26.1,13.9
2013-07-19,0.0,19.83,1.9,sun,27.8,13.3
2013-07-20,0.0,18.57,2.0,sun,25.0,13.3
2013-07-21,0.0,17.8,2.3,sun,23.9,12.8
2013-07-22,0.0,19.06,2.4,fog,26.1,13.3
2013-07-23,0.0,21.64,3.0,sun,31.1,13.9
2013-07-24,0.0,21.92,2.5,sun,31.1,14.4
2013-07-25,0.0,21.04,2.3,sun,31.1,12.8
2013-07-26,0.0,21.92,2.9,sun,31.1,14.4
2013-07-27,0.0,18.56,2.6,sun,25.6,12.8
2013-07-28,0.0,16.21,3.4,fog,21.1,12.2
2013-07-29,0.0,18.57,1.4,sun,25.0,13.3
2013-07-30,0.0,18.57,2.8,sun,25.0,13.3
2013-07-31,0.0,17.08,1.8,sun,21.7,13.3
2013-08-01,0.0,16.58,3.9,sun,20.6,13.3
2013-08-02,2.0,15.99,2.0,rain,17.2,15.0
2013-08-03,0.0,19.83,2.4,fog,25.0,15.6
2013-08-04,0.0,21.26,3.4,sun,28.9,15.0
2013-08-05,0.0,21.75,2.1,sun,30.0,15.0
2013-08-06,0.0,21.42,1.4,sun,30.6,13.9
2013-08-07,0.0,21.64,1.9,sun,31.1,13.9
2013-08-08,0.0,20.66,2.5,sun,28.3,14.4
2013-08-09,0.0,20.66,2.1,sun,28.3,14.4
2013-08-10,2.3,19.77,2.9,rain,25.6,15.0
2013-08-11,0.0,19.17,2.9,sun,25.0,14.4
2013-08-12,0.0,20.38,1.9,sun,25.6,16.1
2013-08-13,0.0,20.76,1.8,sun,27.8,15.0
2013-08-14,0.8,20.49,2.0,rain,27.2,15.0
2013-08-15,1.8,18.96,1.0,rain,21.1,17.2
2013-08-16,0.0,21.86,2.2,fog,28.9,16.1
2013-08-17,0.0,20.98,3.0,sun,25.6,17.2
2013-08-18,0.0,20.33,3.1,sun,26.1,15.6
2013-08-19,0.0,20.6,3.0,sun,26.7,15.6
2013-08-20,0.0,20.38,4.6,sun,25.6,16.1
2013-08-21,0.0,20.76,4.3,sun,27.8,15.0
2013-08-22,0.0,21.26,1.9,sun,28.9,15.0
2013-08-23,0.0,20.11,4.1,sun,25.0,16.1
2013-08-24,0.0,20.44,2.7,sun,25.0,16.7
2013-08-25,0.3,18.85,2.6,rain,22.2,16.1
2013-08-26,1.0,19.84,1.9,rain,24.4,16.1
2013-08-27,1.3,21.48,1.4,rain,26.7,17.2
2013-08-28,5.6,20.6,1.3,rain,26.7,15.6
2013-08-29,19.3,20.82,3.0,rain,23.9,18.3
2013-08-30,0.0,20.6,2.9,sun,26.1,16.1
2013-08-31,0.0,20.16,2.6,sun,27.8,13.9
2013-09-01,0.0,21.09,2.5,sun,27.8,15.6
2013-09-02,0.0,21.97,2.1,sun,27.8,17.2
2013-09-03,2.3,20.44,1.7,rain,25.0,16.7
2013-09-04,0.3,19.12,2.4,rain,22.8,16.1
2013-09-05,27.7,17.58,2.5,rain,20.0,15.6
2013-09-06,21.3,18.62,2.6,rain,21.7,16.1
2013-09-07,0.0,19.94,2.0,sun,23.3,17.2
2013-09-08,0.0,19.94,1.5,fog,26.7,14.4
2013-09-09,0.0,19.39,2.1,sun,26.1,13.9
2013-09-10,0.0,20.26,3.7,sun,26.7,15.0
2013-09-11,0.0,24.11,2.4,sun,33.9,16.1
2013-09-12,0.0,19.77,1.7,sun,25.6,15.0
2013-09-13,0.0,17.08,2.0,sun,18.9,15.6
2013-09-14,0.0,18.34,1.4,fog,21.7,15.6
2013-09-15,3.3,16.42,2.2,rain,18.9,14.4
2013-09-16,0.3,18.02,4.3,rain,21.7,15.0
2013-09-17,0.0,15.66,2.3,sun,17.8,13.9
2013-09-18,0.0,16.81,2.5,sun,21.1,13.3
2013-09-19,0.0,17.02,1.5,sun,25.6,10.0
2013-09-20,3.6,17.8,3.0,rain,23.3,13.3
2013-09-21,0.0,16.81,2.5,sun,21.1,13.3
2013-09-22,13.5,15.06,5.5,rain,17.2,13.3
2013-09-23,2.8,13.35,4.5,rain,16.1,11.1
2013-09-24,0.0,13.51,2.6,sun,17.8,10.0
2013-09-25,2.0,12.42,3.0,rain,16.1,9.4
2013-09-26,0.0,11.7,2.2,sun,17.2,7.2
2013-09-27,1.0,12.08,4.3,rain,13.9,10.6
2013-09-28,43.4,13.95,6.0,rain,16.7,11.7
2013-09-29,16.8,12.58,7.1,rain,14.4,11.1
2013-09-30,18.5,11.76,6.3,rain,13.9,10.0
2013-10-01,7.9,11.38,4.7,rain,14.4,8.9
2013-10-02,5.3,10.93,2.4,rain,12.8,9.4
2013-10-03,0.8,11.38,0.9,rain,14.4,8.9
2013-10-04,0.0,11.09,1.1,sun,17.8,5.6
2013-10-05,0.0,13.57,1.6,sun,20.0,8.3
2013-10-06,4.1,14.55,2.6,rain,22.8,7.8
2013-10-07,0.5,13.68,6.3,rain,16.1,11.7
2013-10-08,6.9,10.54,3.0,rain,13.9,7.8
2013-10-09,0.0,9.83,1.6,sun,15.0,5.6
2013-10-10,1.0,11.05,1.7,rain,14.4,8.3
2013-10-11,9.1,12.08,1.0,rain,13.9,10.6
2013-10-12,1.0,11.38,2.2,rain,14.4,8.9
2013-10-13,0.0,10.44,1.8,fog,15.0,6.7
2013-10-14,0.0,9.16,1.6,sun,15.6,3.9
2013-10-15,0.0,9.77,0.9,sun,15.6,5.0
2013-10-16,0.0,10.66,2.7,fog,12.8,8.9
2013-10-17,0.0,11.38,1.7,fog,14.4,8.9
2013-10-18,0.0,9.72,1.2,sun,12.8,7.2
2013-10-19,0.0,9.06,1.4,sun,10.6,7.8
2013-10-20,0.0,9.06,2.4,sun,10.6,7.8
2013-10-21,0.0,9.83,2.5,sun,11.7,8.3
2013-10-22,0.0,10.44,1.9,sun,14.4,7.2
2013-10-23,0.0,9.12,0.4,sun,12.8,6.1
2013-10-24,0.0,7.86,0.6,sun,10.0,6.1
2013-10-25,0.0,9.78,1.8,sun,12.2,7.8
2013-10-26,0.0,9.83,2.7,sun,11.7,8.3
2013-10-27,1.8,10.82,4.4,rain,13.9,8.3
2013-10-28,0.0,10.44,5.1,sun,14.4,7.2
2013-10-29,0.0,7.8,2.2,sun,13.3,3.3
2013-10-30,0.5,9.83,3.9,rain,15.0,5.6
2013-10-31,0.3,12.31,2.2,rain,14.4,10.6
2013-11-01,1.3,14.44,1.4,rain,17.8,11.7
2013-11-02,12.7,11.05,7.9,rain,14.4,8.3
2013-11-03,0.5,7.91,2.4,rain,12.2,4.4
2013-11-04,0.0,6.91,1.6,drizzle,10.6,3.9
2013-11-05,2.5,9.94,3.1,rain,13.3,7.2
2013-11-06,3.8,10.05,1.7,rain,12.8,7.8
2013-11-07,30.0,10.5,7.2,rain,11.1,10.0
2013-11-08,0.0,9.94,4.1,sun,13.3,7.2
2013-11-09,1.8,7.74,1.4,rain,11.1,5.0
2013-11-10,0.0,9.56,4.4,sun,11.1,8.3
2013-11-11,0.0,10.6,2.6,fog,16.1,6.1
2013-11-12,4.1,11.92,2.2,rain,15.6,8.9
2013-11-13,0.0,12.08,3.8,sun,13.9,10.6
2013-11-14,1.3,8.35,1.1,rain,11.1,6.1
2013-11-15,3.0,8.73,6.0,rain,10.6,7.2
2013-11-16,0.0,7.25,4.6,sun,10.0,5.0
2013-11-17,5.3,9.22,5.4,rain,11.7,7.2
2013-11-18,26.2,10.93,3.9,rain,12.8,9.4
2013-11-19,1.0,8.41,5.1,rain,13.3,4.4
2013-11-20,0.0,4.44,4.3,sun,7.8,1.7
2013-11-21,0.0,3.24,3.6,sun,7.8,-0.5
2013-11-22,0.0,4.23,4.6,sun,9.4,0.0
2013-11-23,0.0,5.6,2.6,sun,11.1,1.1
2013-11-24,0.0,5.6,0.9,fog,11.7,0.6
2013-11-25,0.0,6.7,0.5,sun,12.2,2.2
2013-11-26,0.0,7.03,1.0,sun,12.2,2.8
2013-11-27,0.0,9.56,1.3,sun,14.4,5.6
2013-11-28,0.0,7.08,0.7,sun,11.7,3.3
2013-11-29,0.5,6.98,2.1,rain,9.4,5.0
2013-11-30,2.3,8.96,3.9,rain,11.1,7.2
2013-12-01,3.0,10.28,8.8,rain,13.3,7.8
2013-12-02,4.6,4.44,3.5,rain,7.8,1.7
2013-12-03,0.0,1.98,5.6,sun,5.0,-0.5
2013-12-04,0.0,0.82,1.6,sun,4.4,-2.1
2013-12-05,0.0,-2.2,2.6,sun,1.1,-4.9
2013-12-06,0.0,-1.87,4.7,sun,1.1,-4.3
2013-12-07,0.0,-3.9,3.1,sun,0.0,-7.1
2013-12-08,0.0,-2.64,2.2,sun,2.2,-6.6
2013-12-09,0.0,-2.2,1.3,sun,1.1,-4.9
2013-12-10,0.0,2.85,1.5,sun,5.6,0.6
2013-12-11,0.0,1.37,0.8,sun,5.0,-1.6
2013-12-12,6.9,2.24,2.3,rain,5.6,-0.5
2013-12-13,0.5,7.31,2.9,rain,9.4,5.6
2013-12-14,0.0,7.59,3.7,sun,9.4,6.1
2013-12-15,1.3,9.83,3.9,rain,11.7,8.3
2013-12-16,0.3,6.92,1.0,rain,10.0,4.4
2013-12-17,0.0,6.16,2.7,sun,8.3,4.4
2013-12-18,1.3,4.72,2.8,rain,7.8,2.2
2013-12-19,0.0,2.25,2.1,sun,5.0,0.0
2013-12-20,5.6,4.07,3.7,snow,8.3,0.6
2013-12-21,5.6,7.08,2.3,rain,8.9,5.6
2013-12-22,10.7,9.34,4.0,rain,10.6,8.3
2013-12-23,1.5,8.62,5.9,rain,11.7,6.1
2013-12-24,0.0,5.28,1.7,sun,8.3,2.8
2013-12-25,0.0,3.95,0.8,sun,6.7,1.7
2013-12-26,0.0,3.34,0.5,sun,6.7,0.6
2013-12-27,0.3,4.0,2.1,rain,8.9,0.0
2013-12-28,0.0,6.04,1.3,sun,9.4,3.3
2013-12-29,0.0,4.18,1.1,sun,7.2,1.7
2013-12-30,0.3,6.43,2.6,rain,8.9,4.4
2013-12-31,0.5,6.48,1.7,rain,8.3,5.0
2014-01-01,0.0,5.06,1.2,sun,7.2,3.3
2014-01-02,4.1,8.12,3.2,rain,10.6,6.1
2014-01-03,1.5,5.54,2.6,rain,8.9,2.8
2014-01-04,0.0,3.84,2.7,fog,7.8,0.6
2014-01-05,0.0,3.46,3.7,sun,8.3,-0.5
2014-01-06,0.3,3.24,2.6,rain,7.8,-0.5
2014-01-07,12.2,6.48,1.6,rain,8.3,5.0
2014-01-08,9.7,8.46,4.6,rain,10.0,7.2
2014-01-09,5.8,7.31,6.3,rain,9.4,5.6
2014-01-10,4.3,10.32,7.0,rain,12.8,8.3
2014-01-11,21.3,10.44,8.8,rain,14.4,7.2
2014-01-12,1.5,8.07,8.1,rain,11.1,5.6
2014-01-13,0.0,10.27,7.1,sun,10.6,10.0
2014-01-14,0.0,8.96,1.3,sun,11.1,7.2
2014-01-15,0.0,8.07,2.5,sun,11.1,5.6
2014-01-16,0.0,5.44,2.7,sun,6.7,4.4
2014-01-17,0.0,4.06,2.3,sun,5.6,2.8
2014-01-18,0.0,4.56,2.2,sun,9.4,0.6
2014-01-19,0.0,4.56,2.5,sun,6.1,3.3
2014-01-20,0.0,6.04,2.2,sun,10.0,2.8
2014-01-21,0.0,5.44,1.5,sun,10.0,1.7
2014-01-22,0.5,7.31,2.6,rain,9.4,5.6
2014-01-23,0.0,6.04,5.2,fog,10.0,2.8
2014-01-24,0.0,6.37,1.9,sun,12.8,1.1
2014-01-25,0.0,6.1,0.8,sun,12.2,1.1
2014-01-26,0.0,4.07,1.3,sun,8.3,0.6
2014-01-27,0.0,5.17,1.3,sun,9.4,1.7
2014-01-28,8.9,8.35,1.6,rain,11.1,6.1
2014-01-29,21.6,8.96,3.4,rain,11.1,7.2
2014-01-30,0.0,7.09,6.4,sun,8.3,6.1
2014-01-31,2.3,6.59,2.6,rain,7.8,5.6
2014-02-01,2.0,5.05,0.8,rain,7.8,2.8
2014-02-02,0.0,4.61,2.5,sun,8.9,1.1
2014-02-03,0.0,2.25,4.3,sun,5.0,0.0
2014-02-04,0.0,0.1,4.7,sun,2.8,-2.1
2014-02-05,0.0,-3.25,6.6,sun,-0.5,-5.5
2014-02-06,0.0,-4.02,4.5,sun,-1.6,-6.0
2014-02-07,0.0,-1.21,4.2,sun,3.3,-4.9
2014-02-08,5.1,2.24,4.6,snow,5.6,-0.5
2014-02-09,0.5,1.76,2.4,rain,3.9,0.0
2014-02-10,18.3,5.71,4.7,rain,10.0,2.2
2014-02-11,17.0,8.57,3.8,rain,12.2,5.6
2014-02-12,4.6,9.45,6.4,rain,12.2,7.2
2014-02-13,1.8,10.05,6.3,rain,12.8,7.8
2014-02-14,9.4,8.62,6.4,rain,11.7,6.1
2014-02-15,11.7,7.74,5.1,rain,11.1,5.0
2014-02-16,26.4,6.38,7.9,rain,9.4,3.9
2014-02-17,14.5,6.16,5.5,rain,8.3,4.4
2014-02-18,15.2,6.76,6.2,rain,8.9,5.0
2014-02-19,1.0,5.88,6.0,rain,8.3,3.9
2014-02-20,3.0,7.58,6.9,rain,10.0,5.6
2014-02-21,2.8,5.16,2.9,rain,6.7,3.9
2014-02-22,2.5,4.06,3.1,rain,5.6,2.8
2014-02-23,6.1,5.38,2.6,rain,7.2,3.9
2014-02-24,13.0,4.83,3.2,rain,6.7,3.3
2014-02-25,0.3,7.64,4.5,rain,12.2,3.9
2014-02-26,0.0,9.34,2.5,sun,13.9,5.6
2014-02-27,0.0,8.18,2.3,sun,12.8,4.4
2014-02-28,0.0,8.9,5.9,sun,14.4,4.4
2014-03-01,0.5,5.66,4.7,rain,7.2,4.4
2014-03-02,19.1,6.54,5.7,rain,11.1,2.8
2014-03-03,10.7,11.38,5.1,rain,14.4,8.9
2014-03-04,16.5,10.54,3.9,rain,13.9,7.8
2014-03-05,46.7,12.85,3.9,rain,15.6,10.6
2014-03-06,3.0,11.48,6.2,rain,13.3,10.0
2014-03-07,0.0,11.92,4.2,sun,15.6,8.9
2014-03-08,32.3,9.44,2.7,rain,12.8,6.7
2014-03-09,4.3,11.92,4.3,rain,15.0,9.4
2014-03-10,18.8,8.85,2.2,rain,12.2,6.1
2014-03-11,0.0,8.9,2.3,fog,14.4,4.4
2014-03-12,0.0,9.06,1.9,fog,16.1,3.3
2014-03-13,0.5,9.0,2.5,rain,13.9,5.0
2014-03-14,6.9,11.05,6.1,rain,14.4,8.3
2014-03-15,8.1,9.94,3.0,rain,16.7,4.4
2014-03-16,27.7,7.19,3.8,rain,10.6,4.4
2014-03-17,0.3,6.04,3.2,rain,10.0,2.8
2014-03-18,0.0,6.32,1.6,sun,10.0,3.3
2014-03-19,0.5,6.81,5.1,rain,11.1,3.3
2014-03-20,0.0,5.93,3.0,sun,11.1,1.7
2014-03-21,0.0,6.31,3.8,sun,10.6,2.8
2014-03-22,0.0,5.6,1.8,sun,11.1,1.1
2014-03-23,0.0,8.18,3.3,sun,12.8,4.4
2014-03-24,0.0,10.04,2.2,sun,18.9,2.8
2014-03-25,4.1,9.94,4.4,rain,13.9,6.7
2014-03-26,3.6,8.07,2.4,rain,11.1,5.6
2014-03-27,0.3,9.18,2.8,rain,12.2,6.7
2014-03-28,22.1,9.22,3.9,rain,11.7,7.2
2014-03-29,14.0,9.22,5.1,rain,11.7,7.2
2014-03-30,0.0,7.74,5.1,sun,11.1,5.0
2014-03-31,0.0,8.23,3.8,sun,15.6,2.2
2014-04-01,0.0,10.17,2.8,sun,14.4,6.7
2014-04-02,0.0,9.56,4.2,sun,14.4,5.6
2014-04-03,2.5,9.34,3.9,rain,13.3,6.1
2014-04-04,0.0,9.12,4.7,sun,12.8,6.1
2014-04-05,4.6,9.56,4.3,rain,11.7,7.8
2014-04-06,0.0,10.82,2.6,sun,13.9,8.3
2014-04-07,0.0,14.67,2.5,sun,21.1,9.4
2014-04-08,4.6,11.58,4.2,rain,15.6,8.3
2014-04-09,0.0,10.17,2.9,sun,14.4,6.7
2014-04-10,0.0,10.44,3.6,sun,15.0,6.7
2014-04-11,0.0,10.49,2.8,sun,17.2,5.0
2014-04-12,0.0,11.54,4.4,sun,16.1,7.8
2014-04-13,0.0,12.35,3.1,sun,20.6,5.6
2014-04-14,0.0,12.08,2.6,sun,20.0,5.6
2014-04-15,0.5,10.77,4.0,rain,14.4,7.8
2014-04-16,10.9,9.89,4.6,rain,11.1,8.9
2014-04-17,18.5,9.22,4.7,rain,11.7,7.2
2014-04-18,0.0,9.56,3.8,sun,14.4,5.6
2014-04-19,13.7,8.34,4.7,rain,11.7,5.6
2014-04-20,0.0,10.1,2.7,sun,15.6,5.6
2014-04-21,5.1,12.03,2.5,rain,17.2,7.8
2014-04-22,14.2,8.24,4.2,rain,12.2,5.0
2014-04-23,8.9,8.62,5.0,rain,11.7,6.1
2014-04-24,12.4,9.61,5.3,rain,13.9,6.1
2014-04-25,0.0,9.56,2.3,sun,14.4,5.6
2014-04-26,3.3,9.83,3.9,rain,15.0,5.6
2014-04-27,6.9,8.35,5.8,rain,11.1,6.1
2014-04-28,0.0,9.67,2.6,sun,16.1,4.4
2014-04-29,0.0,16.42,2.3,sun,25.0,9.4
2014-04-30,0.0,17.68,3.9,sun,27.8,9.4
2014-05-01,0.0,19.34,3.0,sun,29.4,11.1
2014-05-02,0.0,14.07,4.7,sun,18.3,10.6
2014-05-03,33.3,11.64,3.4,rain,15.0,8.9
2014-05-04,16.0,11.38,4.2,rain,14.4,8.9
2014-05-05,5.1,12.19,3.8,rain,15.6,9.4
2014-05-06,0.0,12.08,2.6,sun,16.7,8.3
2014-05-07,0.0,12.2,1.7,sun,18.3,7.2
2014-05-08,13.7,11.42,3.4,rain,13.9,9.4
2014-05-09,2.0,9.94,5.6,rain,13.3,7.2
2014-05-10,0.5,10.98,2.1,rain,15.6,7.2
2014-05-11,0.0,13.07,1.7,sun,18.9,8.3
2014-05-12,0.0,16.15,2.7,sun,24.4,9.4
2014-05-13,0.0,19.06,3.8,sun,26.7,12.8
2014-05-14,0.0,19.83,3.3,sun,27.8,13.3
2014-05-15,0.0,19.06,3.0,sun,26.7,12.8
2014-05-16,0.0,15.44,4.1,sun,20.0,11.7
2014-05-17,0.0,15.44,3.2,sun,20.0,11.7
2014-05-18,0.0,14.83,3.2,sun,20.0,10.6
2014-05-19,0.0,15.0,2.2,sun,21.1,10.0
2014-05-20,0.0,15.49,2.7,sun,22.2,10.0
2014-05-21,0.0,14.83,1.7,sun,20.0,10.6
2014-05-22,0.0,17.42,2.5,sun,24.4,11.7
2014-05-23,3.8,16.04,4.0,rain,20.0,12.8
2014-05-24,0.0,14.34,2.4,sun,18.3,11.1
2014-05-25,5.6,12.58,1.4,rain,15.0,10.6
2014-05-26,0.0,14.34,4.5,sun,18.3,11.1
2014-05-27,0.0,14.5,2.5,sun,20.0,10.0
2014-05-28,0.0,14.0,3.4,sun,18.9,10.0
2014-05-29,0.0,14.61,4.3,sun,18.9,11.1
2014-05-30,0.0,14.17,4.5,sun,20.6,8.9
2014-05-31,0.0,15.99,2.2,sun,23.3,10.0
2014-06-01,0.0,15.82,2.3,sun,22.2,10.6
2014-06-02,0.0,16.59,2.4,sun,23.3,11.1
2014-06-03,0.0,14.34,3.2,sun,18.3,11.1
2014-06-04,0.0,14.23,2.6,sun,19.4,10.0
2014-06-05,0.0,15.49,2.4,sun,22.2,10.0
2014-06-06,0.0,17.08,3.2,sun,25.0,10.6
2014-06-07,0.0,18.3,3.1,sun,24.4,13.3
2014-06-08,0.0,17.2,2.1,sun,23.3,12.2
2014-06-09,0.0,16.81,3.6,sun,21.1,13.3
2014-06-10,0.0,15.71,2.9,sun,20.0,12.2
2014-06-11,0.0,16.86,2.7,sun,23.9,11.1
2014-06-12,1.8,16.48,4.0,rain,21.7,12.2
2014-06-13,6.4,13.12,5.0,rain,15.6,11.1
2014-06-14,0.0,14.44,3.2,sun,17.8,11.7
2014-06-15,0.5,13.74,3.6,rain,18.3,10.0
2014-06-16,3.6,12.9,2.4,rain,17.8,8.9
2014-06-17,1.3,13.51,3.0,rain,17.8,10.0
2014-06-18,0.0,14.61,2.7,sun,18.9,11.1
2014-06-19,0.8,17.96,3.7,rain,25.6,11.7
2014-06-20,0.3,14.5,3.4,rain,20.0,10.0
2014-06-21,0.0,15.82,3.6,sun,22.2,10.6
2014-06-22,0.0,17.36,2.7,sun,25.0,11.1
2014-06-23,0.0,18.57,2.5,sun,25.0,13.3
2014-06-24,0.0,18.9,2.5,sun,24.4,14.4
2014-06-25,0.0,19.39,2.4,sun,26.1,13.9
2014-06-26,0.0,17.42,4.1,sun,21.1,14.4
2014-06-27,1.8,17.14,4.5,rain,21.1,13.9
2014-06-28,2.3,16.32,4.3,rain,20.0,13.3
2014-06-29,0.0,16.31,3.2,sun,20.6,12.8
2014-06-30,0.0,18.56,4.4,sun,25.6,12.8
2014-07-01,0.0,24.06,3.5,sun,34.4,15.6
2014-07-02,0.0,20.16,3.6,sun,27.2,14.4
2014-07-03,0.0,17.41,3.1,sun,21.7,13.9
2014-07-04,0.0,18.4,3.6,sun,23.9,13.9
2014-07-05,0.0,18.3,2.2,fog,24.4,13.3
2014-07-06,0.0,21.26,3.0,sun,28.9,15.0
2014-07-07,0.0,22.03,4.1,fog,27.2,17.8
2014-07-08,0.0,22.08,3.5,sun,30.0,15.6
2014-07-09,0.0,19.66,2.3,sun,26.7,13.9
2014-07-10,0.0,20.05,2.2,fog,28.9,12.8
2014-07-11,0.0,22.24,2.2,sun,31.1,15.0
2014-07-12,0.0,23.68,2.2,sun,32.2,16.7
